text,ID,genre,filename,C1_agency,C1_event,C1_world,C1_overall,C2_agency,C2_event,C2_world,C2_overall,C3_agency,C3_event,C3_world,C3_overall,SPACE,avg_agency,avg_event_seq,avg_worldmaking,avg_overall,maxdiff_agency,maxdiff_es,maxdiff_wm,maxdiff_overall,avg_maxdiff,AD
"168. Commonwealth v. Ryan, 5 R. 90. Where a statute annexes a fine, for an offence, for the use of the town in which the
offence is committed, can a taxable inhabitant be of the grand jury who shall find
the indictment'
Parsons, C. J. said, That great care should be taken to provide judges
and jurors as free from interest as possible, there can be no doubt. It is
not only a maxim of law, but a sound principle of natural justice. It is
sometimes not possible perfectly to adhere to it.",102,19CNONFIC,19CNONFIC_5S_hvd-32044011762127-norm.txt,2,3,1,2,1,1,1,1,2,2,2,2,,1.666666667,2,1.333333333,1.666666667,1,2,1,1,1.333333333,0.444444444
"246. page 439. Possideo particulamCalculivaccini, instar Auri foliorum fulgidi; the subject of that Observation being an Enumeration and the Description of several Stones found in divers Animals, as in Doggs, Hoggs, Staggs, and in Cows also; of which last the now quoted words are all he faith. I do beg Dr. Johnstons pardon for having kept by me two years an Observation of this nature, which he was pleased to communicate to me, and which yet was so surprising, that I had not the assurance to offer it to you, being, in this as well as in all other matters, relating to the phenomenon of Natural History, very diffident. What reasons I then had to doubt of the truth of this Observation, he best knows, and I shall not trouble you with; being a little more confident since I read the words of D. Wedelius, that the Stones sent me by the Learned Doctor were such indeed, and not some Insects Eggs, as I once did verily persuade myself they were. His Letter bears date April 22.",371,SCIENCE,SCIENCE_5S_101134____1674.txt,3,2,2,2.333333333,3,3,3,3,3,1,1,1.666666667,,3,2,2,2.333333333,0,2,2,1.333333333,1.333333333,0.444444444
"26~. he made, in respect of these two stars, an oblique motion sensible enough, going from North to South in the same time that he advanced from West to East. Besides these two Stars, there were on the North of the Comet three other small ones, equally distant from one another, and placed in a straight line; and West-ward we saw a fourth beneath the Head of the Comet, from which she was distant about two diameters of the Comet. These 4 last Stars were so small, that we could not see them, even with a three foot Telescope; but we easily distinguish't them with one of 17 feet. The Clouds hid the Comet about h. 10. at night, and they also kept us from seeing him the next night of March 27.",306,SCIENCE,SCIENCE_5S_100925____1672.txt,2,4,4,3.333333333,2,2,1,1.666666667,1,1,4,2,,1.666666667,2.333333333,3,2.333333333,1,3,3,1.666666667,2.333333333,0.666666667
"27. to have been made in Italy, by injecting Acid Liquors into Blood. An observation about the double Membrane called Epiploon, which covers the Entrails of Animals, and is filled with Fat. Some Hortulan Communications about the curious Engrasting of Oranges and Lemons, or Citrons, upon one anothers Trees, and of one Individual Fruit, half Orange and half Lemon, growing on such Trees. An imitation of a way of preserving, in the more Northern Climates, Orange-trees all Winter long, without any Fire. Enquiries for Greenland.",409,SCIENCE,SCIENCE_5S_101232____1666.txt,1,2,3,2,1,1,1,1,1,1,2,1.333333333,,1,1.333333333,2,1.444444444,0,1,2,1,1,0.37037037
"28)

THE CAREW MURDER CASE

NEARLY a year later, in the month of October, 18â€”-, London was startled by a crime of singular ferocity and rendered all the more notable by the high position of the victim. The details were few and startling. A maid servant living alone in a house not far from the river, had gone up-stairs to bed about eleven. Although a fog rolled over the city in the small hours, the early part of the night was cloudless, and the lane, which the maid's window overlooked, was brilliantly lit by the full moon. It seems she was romantically given, for she sat down upon her box, which stood immediately under the window, and fell into a dream of musing.",673,NOVEL19C,NOVEL19C_5S_1-EN_1886_Stevenson-RobertLouis_JekyllandHyde_Novel.txt,5,4,5,4.666666667,3,5,5,4.333333333,4,4,4,4,,4,4.333333333,4.666666667,4.333333333,2,1,1,0.666666667,1.333333333,0.222222222
"299.) In a note to his translation of Garcia
ab Horto (1574, p. 217), he says that ""the plant called Inhame
by the Portuguese has very broad leaves, and grows near the
water, or in water, â€” not spontaneously, but when once planted
it propagates itself from the roots, "" etc. Some of the companions of Columbus had seen the Inhame
(or Name) in Africa, and were ready to transfer its name to the
first cultivated roots they saw in America. A few days after
the discovery of Cuba (Nov. 4, 1492), Columbus saw fertile
fields "" full of rn.am.es [' these are ajes or batatas] notes Las
Casas], which are like carrots (zanahorias), and other plants,
including kidney beans and beans (faxones y fabas) much
unlike ours."" (Navarrete, Colec., i.",44,19CNONFIC,19CNONFIC_5S_coo-31924085824757-norm.txt,4,4,5,4.333333333,2,3,3,2.666666667,3,3,4,3.333333333,,3,3.333333333,4,3.444444444,2,1,2,1.666666667,1.666666667,0.592592593
"3. ) Under the Sun, towards the Horizon, there hung a somewhat dilute small Cloud, beneath which there appeared a MockSun, of the same bigness ( to sense ) with the true Sun, and under the same Vertical, of a somewhat red colour. Soon after, the true Sun more and more descending to the Horizon, towards the said Cloud ( as may be seen Fig. 4. ) the spurious Sun beneath it grew clearer and clearer, so as that the reddish colour in that apparent Solar disk vanished, and put on the genuine Solar light, and that the more, the less the genuine disk of the Sun was distant from the false Sun: Till at length the upper true Sun passed into the lower counterfeit one, and so remained alone; as appears Fig.",374,SCIENCE,SCIENCE_5S_101142____1674.txt,1,4,5,3.333333333,1,4,2,2.333333333,1,2,3,2,,1,3.333333333,3.333333333,2.555555556,0,2,3,1.333333333,1.666666667,0.518518519
"5 XXVIII. A new Metbed of making Hay, from the Prednce
of artificial Meadowx. In this province they are happily in the
custom of Å¿owing much trefoil, lucerne, sainfoin,
8z: c. but as few persons are acquainted
with the proper method of reducing these
plants into dry fodder, almost everybody
destroys the leaves and the ï¬‚owers, which are
the best part, and leave only the Å¿talks. I
Å¿hall, therefore, point out the manner of
avoiding these inconveniences.
' It is necessary t hat Å¿takes Å¿hould be provided
of eight or nine feet in length, about
the thickness ofa man's arm; the quality of
the wood is indifferent.",9,19CNONFIC,19CNONFIC_5S_chi-22373971-norm.txt,3,4,4,3.666666667,4,4,4,4,2,3,4,3,,3,3.666666667,4,3.555555556,2,1,0,1,1,0.37037037
"57. p. 1153; with the Addition of some other Curiosities. THis Account was communicated by the same Gentleman, that imparted the former, in a Letter written from Boston in New England Oct. 26. 1670. as follows; -Since my former, I found out the Fisher man, who brought that Stellar Fish from Sea. I asked all the questions I could think needful concerning it. I understood from him, that he never saw nor heard of any but those few, that were taken by himself, which were not above six or seven in all, and those at several times, not far from the Shoals of Nantucket ( which is an Island upon the Coast of New England, ) when he was fishing for Cod, and such like Marchantable fish.",356,SCIENCE,SCIENCE_5S_101088____1671.txt,4,3,3,3.333333333,3,2,3,2.666666667,1,3,2,2,,2.666666667,2.666666667,2.666666667,2.666666667,3,1,1,1.333333333,1.666666667,0.444444444
"6 Octob. 1674. Sir, An Answer to this Letter. THE Letter you thought fit to write by way of Animadversion upon Mr. Newton 's new Theory of Light and Colours, grounded upon an Experiment of letting the Sun-beams through a little hole into a dark Chamber, seems to need no other Answer but this, That you would be pleased to look upon, and consider the Scheme in Mr. Newton 's 2d Answer to P. Pardies, in Numb. 85. of the Ph.",382,SCIENCE,SCIENCE_5S_101177____1674.txt,2,3,1,2,2,2,1,1.666666667,1,1,1,1,,1.666666667,2,1,1.555555556,1,2,0,1,1,0.37037037
"A COOP FOR HEN WITH CHICKS. I make a coop for a mother hen and her chicks which I
consider to be a good one. The cut shown herewith will convey
a good idea of it. It is made of lumber two inches wide
and it has a floor 2x3 feet in size. It is eighteen inches high at
Section of hall way in Poultry House of E. H. and E. S. George.",21,19CNONFIC,19CNONFIC_5S_coo-31924003163700-norm.txt,5,5,5,5,2,1,3,2,3,3,3,3,,3.333333333,3,3.666666667,3.333333333,3,4,2,3,3,1.111111111
"A fifth and last proposition of that Paper* was, that the substance of many Vegetable Excrescencies seemed not to be the food of the worms to be found in them. My meaning was, that the substance of the Vegetable Excrescencies in which those Ichneumon worms were to be found, was rather augmented, than diminished or wormeaten. And the like conformity of their feeding within Insects is well observed by Mr. Willoughby*, that the impraegnated Caterpillars seem not to be concerned, though their bodies are full of Insects of a quite different kind, but go on as far as they may towards the achievement of the perfection of their own species. Thus I have seen a Poppy-head swoln to a monstrous bulk, and yet all the Cells were not receptacles of Ichneumons, but some had good and ripe seed in them. I shall not refuse Mr. Willoughby ( though you know upon what grounds* See Numb.",361,SCIENCE,SCIENCE_5S_101104____1671.txt,2,2,2,2,4,1,3,2.666666667,1,1,1,1,,2.333333333,1.333333333,2,1.888888889,3,1,2,1.666666667,2,0.592592593
"A Note about some unusual Diamonds. A certain Phenomenon, seen by M. Hevelius in Borussia about the Sun. An Extract of a Letter from the same, concerning the Manuscripts of the famous Kepler; together with some Considerations of his, touching the use of Telescopic Sights in Astronomical Observations. An Account of two Books: I. Jo hannis Schefferi LAPPIONIA. The true ENGLISH INTEREST, by CAREWREYNE L, Esquire.",373,SCIENCE,SCIENCE_5S_101138____1674.txt,1,1,1,1,2,1,1,1.333333333,1,1,1,1,,1.333333333,1,1,1.111111111,1,0,0,0.333333333,0.333333333,0.148148148
"A Perlustration of the chief Mines in Bohemia, especially of Cuttenberg, Joachims-daal, the Beauteous Mary, Slackenwald and Scbonfeld: In which there are, respectively, Mines, of Silver mixed with Copper; a considerable Silver mine called the Mine of New Hope, newly discovered: Mines of Bel metal; of Bismuth; of mere Silver; &amp; c. together with divers considerable Observations of the face, constitution, and external productions of those and their neighbouring places; as also of a notable substance, called saxi Medulla; of an highly valued Black Earth; of abundance of Granats growing there; of a whole Tree petryfied; of very pernicious damps; of pretended sub terraneous Daemons; &amp; c. 15. Another preparation of Volatil Salt of Tartar. A wound of the Eye strangely cured. Instances of the strange force of Imagination. An odd Antipathy to Bread.",314,SCIENCE,SCIENCE_5S_100949____1672.txt,1,2,4,2.333333333,1,1,1,1,1,1,2,1.333333333,,1,1.333333333,2.333333333,1.555555556,0,1,3,1.333333333,1.333333333,0.518518519
"A profusion
of brilliancy betra}s a speaker more full of
himself, than of his cause ; more anxious to be
admired, than believed. The stars and ribbons
of princely favour may glitter on the breast of the
veteran hero at a birthday ball ; but, exposed to
the rage of battle, they only direct the bullet to
his heart. A deliberative orator should bury
himself in his subject. Like a superintending
providence, he should be visible only in his mighty
works. Hence that universal prejudice, both
of ancient and modern times, against written, deliberative
discourses ; a prejudice, which bade
35


defiance to all the thunders of Demosthenes.",64,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t42r4p345-norm.txt,2,3,3,2.666666667,2,1,2,1.666666667,1,1,2,1.333333333,,1.666666667,1.666666667,2.333333333,1.888888889,1,2,1,1.333333333,1.333333333,0.518518519
"A short and sure Guide in the Practise of Raising and Ordering of FRUIT-TREES; by Francis Drop. An Advertisement. An Extract of a Letter of M.Hugens to the Author of the Journal des Scavans of July 25. 1672. attempting to render the Cause of that odd Phenomenon of the Quicksilvers remaining suspended far above the usual height in the Torreicellian Experiment. THE Experiment is briefly this; That a Tube, being, after the Torricellian way, filled with Mercury, and before inversion perfectly purged of Air, doth, when inverted, remain top full, even to the height of 75 inches.",315,SCIENCE,SCIENCE_5S_100951____1672.txt,1,1,3,1.666666667,1,2,2,1.666666667,1,1,1,1,,1,1.333333333,2,1.444444444,0,1,2,0.666666667,1,0.296296296
"A TERMINAL BUD is an undeveloped stem. What is the axil of the kaf? What is a node 2
What is an inter node]
Can you prove that a bud is an undeveloped stem or branch? 12
STEMS: DURATION OF GROWTH. LESSON III.",8,19CNONFIC,19CNONFIC_5S_chi-14521963-norm.txt,1,2,1,1.333333333,1,1,1,1,1,1,1,1,,1,1.333333333,1,1.111111111,0,1,0,0.333333333,0.333333333,0.148148148
"â– â–  B the graves when our Fathers slumber,
lithe Bnrines where our mothers prayed,

By our homes and hopes and freedom
Letererj man aweai on hi. blade,

â– â€¢ That he will do) sheath nor stay it,

'Till From point to hilt it glow,
With the flush of Almighty vengeance

In the blood of the felon foe."" Tiny swore â€” and the answering sunlight

I sped i ed From their lifted swords. And toe hate of their hearts made echo

To the wrath in their burning words

rhero'i weeping in all New England,

And by Srhu\ Ik ill'. banks a knell,

And the widows there, nnd the orphans
HOW the oath was kept, ran tell.",57,19CNONFIC,19CNONFIC_5S_dul1-ark-13960-t1vd7nf28-norm.txt,2,3,4,3,2,2,1,1.666666667,1,1,1,1,,1.666666667,2,2,1.888888889,1,2,3,2,2,0.740740741
"â€” - I was fast slipping
away from paralysis, my family did not expect to retain
me many weeks; besides all, my pains were intolerable. I had done no work for years, and worse than all, my mind
was giving way. Dr. Jordanâ€™s wonderful name made me
consult him, and I will say right here that $5000 cash in
hand would be no inducement to place me where I was before
I took Dr. Jordanâ€™s medicine. I am almost a boy
again and have handled 50,000 bricks in a day. Long live
Dr. J. and his great system of medicine.",6,19CNONFIC,19CNONFIC_5S_chi-086950380-norm.txt,5,5,5,5,4,5,4,4.333333333,4,4,4,4,,4.333333333,4.666666667,4.333333333,4.444444444,1,1,1,1,1,0.37037037
